"id_estado_municipio","estado","descripcion_estado","municipio","descripcion_municipio"
48416103,16,"MICHOACÁN DE OCAMPO",103,"VENUSTIANO CARRANZA"
48416104,16,"MICHOACÁN DE OCAMPO",104,"VILLAMAR"
48416105,16,"MICHOACÁN DE OCAMPO",105,"VISTA HERMOSA"
48416106,16,"MICHOACÁN DE OCAMPO",106,"YURÉCUARO"
48416107,16,"MICHOACÁN DE OCAMPO",107,"ZACAPU"
48416108,16,"MICHOACÁN DE OCAMPO",108,"ZAMORA"
48416109,16,"MICHOACÁN DE OCAMPO",109,"ZINÁPARO"
48416110,16,"MICHOACÁN DE OCAMPO",110,"ZINAPÉCUARO"
48416111,16,"MICHOACÁN DE OCAMPO",111,"ZIRACUARETIRO"
48416112,16,"MICHOACÁN DE OCAMPO",112,"ZITÁCUARO"
48416113,16,"MICHOACÁN DE OCAMPO",113,"JOSÉ SIXTO VERDUZCO"
48417001,17,"MORELOS",1,"AMACUZAC"
48417002,17,"MORELOS",2,"ATLATLAHUCAN"
48417003,17,"MORELOS",3,"AXOCHIAPAN"
48417004,17,"MORELOS",4,"AYALA"
48417005,17,"MORELOS",5,"COATLÁN DEL RÍO"
48417006,17,"MORELOS",6,"CUAUTLA"
48417007,17,"MORELOS",7,"CUERNAVACA"
48417008,17,"MORELOS",8,"EMILIANO ZAPATA"
48417009,17,"MORELOS",9,"HUITZILAC"
48417010,17,"MORELOS",10,"JANTETELCO"
48417011,17,"MORELOS",11,"JIUTEPEC"
48417012,17,"MORELOS",12,"JOJUTLA"
48417013,17,"MORELOS",13,"JONACATEPEC DE LEANDRO VALLE"
48417014,17,"MORELOS",14,"MAZATEPEC"
48417015,17,"MORELOS",15,"MIACATLÁN"
48417016,17,"MORELOS",16,"OCUITUCO"
48417017,17,"MORELOS",17,"PUENTE DE IXTLA"
48417018,17,"MORELOS",18,"TEMIXCO"
48417019,17,"MORELOS",19,"TEPALCINGO"
48417020,17,"MORELOS",20,"TEPOZTLÁN"
48417021,17,"MORELOS",21,"TETECALA"
48417022,17,"MORELOS",22,"TETELA DEL VOLCÁN"
48417023,17,"MORELOS",23,"TLALNEPANTLA"
48417024,17,"MORELOS",24,"TLALTIZAPÁN DE ZAPATA"
48417025,17,"MORELOS",25,"TLAQUILTENANGO"
48417026,17,"MORELOS",26,"TLAYACAPAN"
48417027,17,"MORELOS",27,"TOTOLAPAN"
48417028,17,"MORELOS",28,"XOCHITEPEC"
48417029,17,"MORELOS",29,"YAUTEPEC"
48417030,17,"MORELOS",30,"YECAPIXTLA"
48417031,17,"MORELOS",31,"ZACATEPEC"
48417032,17,"MORELOS",32,"ZACUALPAN"
48417033,17,"MORELOS",33,"TEMOAC"
48417034,17,"MORELOS",34,"COATETELCO"
48417035,17,"MORELOS",35,"XOXOCOTLA"
48417036,17,"MORELOS",36,"HUEYAPAN"
48418001,18,"NAYARIT",1,"ACAPONETA"
48418002,18,"NAYARIT",2,"AHUACATLÁN"
48418003,18,"NAYARIT",3,"AMATLÁN DE CAÑAS"
48418004,18,"NAYARIT",4,"COMPOSTELA"
48418005,18,"NAYARIT",5,"HUAJICORI"
48418006,18,"NAYARIT",6,"IXTLÁN DEL RÍO"
48418007,18,"NAYARIT",7,"JALA"
48418008,18,"NAYARIT",8,"XALISCO"
48418009,18,"NAYARIT",9,"DEL NAYAR"
48418010,18,"NAYARIT",10,"ROSAMORADA"
48418011,18,"NAYARIT",11,"RUÍZ"
48418012,18,"NAYARIT",12,"SAN BLAS"
48418013,18,"NAYARIT",13,"SAN PEDRO LAGUNILLAS"
48418014,18,"NAYARIT",14,"SANTA MARÍA DEL ORO"
48418015,18,"NAYARIT",15,"SANTIAGO IXCUINTLA"
48418016,18,"NAYARIT",16,"TECUALA"
48418017,18,"NAYARIT",17,"TEPIC"
48418018,18,"NAYARIT",18,"TUXPAN"
48418019,18,"NAYARIT",19,"LA YESCA"
48418020,18,"NAYARIT",20,"BAHÍA DE BANDERAS"
48419001,19,"NUEVO LEÓN",1,"ABASOLO"
48419002,19,"NUEVO LEÓN",2,"AGUALEGUAS"
48419003,19,"NUEVO LEÓN",3,"LOS ALDAMAS"
48419004,19,"NUEVO LEÓN",4,"ALLENDE"
48419005,19,"NUEVO LEÓN",5,"ANÁHUAC"
48419006,19,"NUEVO LEÓN",6,"APODACA"
48419007,19,"NUEVO LEÓN",7,"ARAMBERRI"
48419008,19,"NUEVO LEÓN",8,"BUSTAMANTE"
48419009,19,"NUEVO LEÓN",9,"CADEREYTA JIMÉNEZ"
48419010,19,"NUEVO LEÓN",10,"EL CARMEN"
48419011,19,"NUEVO LEÓN",11,"CERRALVO"
48419012,19,"NUEVO LEÓN",12,"CIÉNEGA DE FLORES"
48419013,19,"NUEVO LEÓN",13,"CHINA"
48419014,19,"NUEVO LEÓN",14,"DR. ARROYO"
48419015,19,"NUEVO LEÓN",15,"DR. COSS"
48419016,19,"NUEVO LEÓN",16,"DR. GONZALEZ"
48419017,19,"NUEVO LEÓN",17,"GALEANA"
48419018,19,"NUEVO LEÓN",18,"GARCÍA"
48419019,19,"NUEVO LEÓN",19,"SAN PEDRO GARZA GARCIA"
48419020,19,"NUEVO LEÓN",20,"GRAL. BRAVO"
48419021,19,"NUEVO LEÓN",21,"GRAL. ESCOBEDO"
48419022,19,"NUEVO LEÓN",22,"GRAL. TERAN"
48419023,19,"NUEVO LEÓN",23,"GRAL. TREVIÑO"
48419024,19,"NUEVO LEÓN",24,"GRAL. ZARAGOZA"
48419025,19,"NUEVO LEÓN",25,"GRAL. ZUAZUA"
48419026,19,"NUEVO LEÓN",26,"GUADALUPE"
48419027,19,"NUEVO LEÓN",27,"LOS HERRERAS"
48419028,19,"NUEVO LEÓN",28,"HIGUERAS"
48419029,19,"NUEVO LEÓN",29,"HUALAHUISES"
48419030,19,"NUEVO LEÓN",30,"ITURBIDE"
48419031,19,"NUEVO LEÓN",31,"JUÁREZ"
48419032,19,"NUEVO LEÓN",32,"LAMPAZOS DE NARANJO"
48419033,19,"NUEVO LEÓN",33,"LINARES"
48419034,19,"NUEVO LEÓN",34,"MARÍN"
48419035,19,"NUEVO LEÓN",35,"MELCHOR OCAMPO"
48419036,19,"NUEVO LEÓN",36,"MIER Y NORIEGA"
48419037,19,"NUEVO LEÓN",37,"MINA"
48419038,19,"NUEVO LEÓN",38,"MONTEMORELOS"
48419039,19,"NUEVO LEÓN",39,"MONTERREY"
48419040,19,"NUEVO LEÓN",40,"PARÁS"
48419041,19,"NUEVO LEÓN",41,"PESQUERÍA"
48419042,19,"NUEVO LEÓN",42,"LOS RAMONES"
48419043,19,"NUEVO LEÓN",43,"RAYONES"
48419044,19,"NUEVO LEÓN",44,"SABINAS HIDALGO"
48419045,19,"NUEVO LEÓN",45,"SALINAS VICTORIA"
48419046,19,"NUEVO LEÓN",46,"SAN NICOLAS DE LOS GARZA"
48419047,19,"NUEVO LEÓN",47,"HIDALGO"
48419048,19,"NUEVO LEÓN",48,"SANTA CATARINA"
48419049,19,"NUEVO LEÓN",49,"SANTIAGO"
48419050,19,"NUEVO LEÓN",50,"VALLECILLO"
48419051,19,"NUEVO LEÓN",51,"VILLALDAMA"
48420001,20,"OAXACA",1,"ABEJONES"
48420002,20,"OAXACA",2,"ACATLÁN DE PÉREZ FIGUEROA"
48420003,20,"OAXACA",3,"ASUNCION CACALOTEPEC"
48420004,20,"OAXACA",4,"ASUNCION CUYOTEPEJI"
48420005,20,"OAXACA",5,"ASUNCIÓN IXTALTEPEC"
48420006,20,"OAXACA",6,"ASUNCIÓN NOCHIXTLÁN"
48420007,20,"OAXACA",7,"ASUNCION OCOTLAN"
48420008,20,"OAXACA",8,"ASUNCION TLACOLULITA"
48420009,20,"OAXACA",9,"AYOTZINTEPEC"
48420010,20,"OAXACA",10,"EL BARRIO DE LA SOLEDAD"
48420011,20,"OAXACA",11,"CALIHUALA"
48420012,20,"OAXACA",12,"CANDELARIA LOXICHA"
48420013,20,"OAXACA",13,"CIENEGA DE ZIMATLAN"
48420014,20,"OAXACA",14,"CIUDAD IXTEPEC"
48420015,20,"OAXACA",15,"COATECAS ALTAS"
48420016,20,"OAXACA",16,"COICOYÁN DE LAS FLORES"
48420017,20,"OAXACA",17,"LA COMPAÑIA"
48420018,20,"OAXACA",18,"CONCEPCIÓN BUENAVISTA"
48420019,20,"OAXACA",19,"CONCEPCIÓN PÁPALO"
48420020,20,"OAXACA",20,"CONSTANCIA DEL ROSARIO"
48420021,20,"OAXACA",21,"COSOLAPA"
48420022,20,"OAXACA",22,"COSOLTEPEC"
48420023,20,"OAXACA",23,"CUILÁPAM DE GUERRERO"
48420024,20,"OAXACA",24,"CUYAMECALCO VILLA DE ZARAGOZA"
48420025,20,"OAXACA",25,"CHAHUITES"
48420026,20,"OAXACA",26,"CHALCATONGO DE HIDALGO"
48420027,20,"OAXACA",27,"CHIQUIHUITLÁN DE BENITO JUÁREZ"
48420028,20,"OAXACA",28,"HEROICA CIUDAD DE EJUTLA DE CRESPO"
48420029,20,"OAXACA",29,"ELOXOCHITLÁN DE FLORES MAGÓN"
48420030,20,"OAXACA",30,"EL ESPINAL"
48420031,20,"OAXACA",31,"TAMAZULÁPAM DEL ESPÍRITU SANTO"
48420032,20,"OAXACA",32,"FRESNILLO DE TRUJANO"
48420033,20,"OAXACA",33,"GUADALUPE ETLA"
48420034,20,"OAXACA",34,"GUADALUPE DE RAMIREZ"
48420035,20,"OAXACA",35,"GUELATAO DE JUÁREZ"
48420036,20,"OAXACA",36,"GUEVEA DE HUMBOLDT"
48420037,20,"OAXACA",37,"MESONES HIDALGO"
48420038,20,"OAXACA",38,"VILLA HIDALGO"
48420039,20,"OAXACA",39,"HEROICA CIUDAD DE HUAJUAPAN DE LEÓN"
48420040,20,"OAXACA",40,"HUAUTEPEC"
48420041,20,"OAXACA",41,"HUAUTLA DE JIMÉNEZ"
48420042,20,"OAXACA",42,"IXTLÁN DE JUÁREZ"
48420043,20,"OAXACA",43,"JUCHITÁN DE ZARAGOZA"
48420044,20,"OAXACA",44,"LOMA BONITA"
48420045,20,"OAXACA",45,"MAGDALENA APASCO"
48420046,20,"OAXACA",46,"MAGDALENA JALTEPEC"
48420047,20,"OAXACA",47,"SANTA MAGDALENA JICOTLAN"
48420048,20,"OAXACA",48,"MAGDALENA MIXTEPEC"
48420049,20,"OAXACA",49,"MAGDALENA OCOTLAN"
48420050,20,"OAXACA",50,"MAGDALENA PEÑASCO"
48420051,20,"OAXACA",51,"MAGDALENA TEITIPAC"
48420052,20,"OAXACA",52,"MAGDALENA TEQUISISTLÁN"
48420053,20,"OAXACA",53,"MAGDALENA TLACOTEPEC"
48420054,20,"OAXACA",54,"MAGDALENA ZAHUATLAN"
48420055,20,"OAXACA",55,"MARISCALA DE JUÁREZ"
48420056,20,"OAXACA",56,"MARTIRES DE TACUBAYA"
48420057,20,"OAXACA",57,"MATÍAS ROMERO AVENDAÑO"
48420058,20,"OAXACA",58,"MAZATLÁN VILLA DE FLORES"
48420059,20,"OAXACA",59,"MIAHUATLÁN DE PORFIRIO DÍAZ"
48420060,20,"OAXACA",60,"MIXISTLÁN DE LA REFORMA"
48420061,20,"OAXACA",61,"MONJAS"
48420062,20,"OAXACA",62,"NATIVIDAD"
48420063,20,"OAXACA",63,"NAZARENO ETLA"
48420064,20,"OAXACA",64,"NEJAPA DE MADERO"
48420065,20,"OAXACA",65,"IXPANTEPEC NIEVES"
48420066,20,"OAXACA",66,"SANTIAGO NILTEPEC"
48420067,20,"OAXACA",67,"OAXACA DE JUÁREZ"
48420068,20,"OAXACA",68,"OCOTLÁN DE MORELOS"
48420069,20,"OAXACA",69,"LA PE"
48420070,20,"OAXACA",70,"PINOTEPA DE DON LUIS"
48420071,20,"OAXACA",71,"PLUMA HIDALGO"
48420072,20,"OAXACA",72,"SAN JOSÉ DEL PROGRESO"
48420073,20,"OAXACA",73,"PUTLA VILLA DE GUERRERO"
48420074,20,"OAXACA",74,"SANTA CATARINA QUIOQUITANI"
48420075,20,"OAXACA",75,"REFORMA DE PINEDA"
48420076,20,"OAXACA",76,"LA REFORMA"
48420077,20,"OAXACA",77,"REYES ETLA"
48420078,20,"OAXACA",78,"ROJAS DE CUAUHTEMOC"
48420079,20,"OAXACA",79,"SALINA CRUZ"
48420080,20,"OAXACA",80,"SAN AGUSTÍN AMATENGO"
48420081,20,"OAXACA",81,"SAN AGUSTIN ATENANGO"
48420082,20,"OAXACA",82,"SAN AGUSTIN CHAYUCO"
48420083,20,"OAXACA",83,"SAN AGUSTÍN DE LAS JUNTAS"
48420084,20,"OAXACA",84,"SAN AGUSTÍN ETLA"
48420085,20,"OAXACA",85,"SAN AGUSTÍN LOXICHA"
48420086,20,"OAXACA",86,"SAN AGUSTIN TLACOTEPEC"
48420087,20,"OAXACA",87,"SAN AGUSTÍN YATARENI"
48420088,20,"OAXACA",88,"SAN ANDRÉS CABECERA NUEVA"
48420089,20,"OAXACA",89,"SAN ANDRES DINICUITI"
48420090,20,"OAXACA",90,"SAN ANDRÉS HUAXPALTEPEC"
48420091,20,"OAXACA",91,"SAN ANDRÉS HUAYÁPAM"
48420092,20,"OAXACA",92,"SAN ANDRÉS IXTLAHUACA"
48420093,20,"OAXACA",93,"SAN ANDRES LAGUNAS"
48420094,20,"OAXACA",94,"SAN ANDRÉS NUXIÑO"
48420095,20,"OAXACA",95,"SAN ANDRÉS PAXTLÁN"
48420096,20,"OAXACA",96,"SAN ANDRÉS SINAXTLA"
48420097,20,"OAXACA",97,"SAN ANDRES SOLAGA"
48420098,20,"OAXACA",98,"SAN ANDRÉS TEOTILÁLPAM"
48420099,20,"OAXACA",99,"SAN ANDRES TEPETLAPA"
48420100,20,"OAXACA",100,"SAN ANDRES YAA"
48420101,20,"OAXACA",101,"SAN ANDRES ZABACHE"
48420102,20,"OAXACA",102,"SAN ANDRÉS ZAUTLA"
48420103,20,"OAXACA",103,"SAN ANTONINO CASTILLO VELASCO"
48420104,20,"OAXACA",104,"SAN ANTONINO EL ALTO"
48420105,20,"OAXACA",105,"SAN ANTONINO MONTE VERDE"
48420106,20,"OAXACA",106,"SAN ANTONIO ACUTLA"
48420107,20,"OAXACA",107,"SAN ANTONIO DE LA CAL"
48420108,20,"OAXACA",108,"SAN ANTONIO HUITEPEC"
48420109,20,"OAXACA",109,"SAN ANTONIO NANAHUATIPAM"
48420110,20,"OAXACA",110,"SAN ANTONIO SINICAHUA"
48420111,20,"OAXACA",111,"SAN ANTONIO TEPETLAPA"
48420112,20,"OAXACA",112,"SAN BALTAZAR CHICHICÁPAM"
48420113,20,"OAXACA",113,"SAN BALTAZAR LOXICHA"
48420114,20,"OAXACA",114,"SAN BALTAZAR YATZACHI EL BAJO"
48420115,20,"OAXACA",115,"SAN BARTOLO COYOTEPEC"
48420116,20,"OAXACA",116,"SAN BARTOLOME AYAUTLA"
48420117,20,"OAXACA",117,"SAN BARTOLOME LOXICHA"
48420118,20,"OAXACA",118,"SAN BARTOLOMÉ QUIALANA"
48420119,20,"OAXACA",119,"SAN BARTOLOME YUCUAÑE"
48420120,20,"OAXACA",120,"SAN BARTOLOME ZOOGOCHO"
48420121,20,"OAXACA",121,"SAN BARTOLO SOYALTEPEC"
48420122,20,"OAXACA",122,"SAN BARTOLO YAUTEPEC"
48420123,20,"OAXACA",123,"SAN BERNARDO MIXTEPEC"
48420124,20,"OAXACA",124,"SAN BLAS ATEMPA"
48420125,20,"OAXACA",125,"SAN CARLOS YAUTEPEC"
48420126,20,"OAXACA",126,"SAN CRISTOBAL AMATLAN"
48420127,20,"OAXACA",127,"SAN CRISTOBAL AMOLTEPEC"
48420128,20,"OAXACA",128,"SAN CRISTÓBAL LACHIRIOAG"
48420129,20,"OAXACA",129,"SAN CRISTÓBAL SUCHIXTLAHUACA"
48420130,20,"OAXACA",130,"SAN DIONISIO DEL MAR"
48420131,20,"OAXACA",131,"SAN DIONISIO OCOTEPEC"
48420132,20,"OAXACA",132,"SAN DIONISIO OCOTLÁN"
48420133,20,"OAXACA",133,"SAN ESTEBAN ATATLAHUCA"
48420134,20,"OAXACA",134,"SAN FELIPE JALAPA DE DÍAZ"
48420135,20,"OAXACA",135,"SAN FELIPE TEJALÁPAM"
48420136,20,"OAXACA",136,"SAN FELIPE USILA"
48420137,20,"OAXACA",137,"SAN FRANCISCO CAHUACUÁ"
48420138,20,"OAXACA",138,"SAN FRANCISCO CAJONOS"
48420139,20,"OAXACA",139,"SAN FRANCISCO CHAPULAPA"
48420140,20,"OAXACA",140,"SAN FRANCISCO CHINDUA"
48420141,20,"OAXACA",141,"SAN FRANCISCO DEL MAR"
48420142,20,"OAXACA",142,"SAN FRANCISCO HUEHUETLAN"
48420143,20,"OAXACA",143,"SAN FRANCISCO IXHUATÁN"
48420144,20,"OAXACA",144,"SAN FRANCISCO JALTEPETONGO"
48420145,20,"OAXACA",145,"SAN FRANCISCO LACHIGOLÓ"
48420146,20,"OAXACA",146,"SAN FRANCISCO LOGUECHE"
48420147,20,"OAXACA",147,"SAN FRANCISCO NUXAÑO"
48420148,20,"OAXACA",148,"SAN FRANCISCO OZOLOTEPEC"
48420149,20,"OAXACA",149,"SAN FRANCISCO SOLA"
48420150,20,"OAXACA",150,"SAN FRANCISCO TELIXTLAHUACA"
48420151,20,"OAXACA",151,"SAN FRANCISCO TEOPAN"
48420152,20,"OAXACA",152,"SAN FRANCISCO TLAPANCINGO"
48420153,20,"OAXACA",153,"SAN GABRIEL MIXTEPEC"
48420154,20,"OAXACA",154,"SAN ILDEFONSO AMATLÁN"
48420155,20,"OAXACA",155,"SAN ILDEFONSO SOLA"
48420156,20,"OAXACA",156,"SAN ILDEFONSO VILLA ALTA"
48420157,20,"OAXACA",157,"SAN JACINTO AMILPAS"
48420158,20,"OAXACA",158,"SAN JACINTO TLACOTEPEC"
48420159,20,"OAXACA",159,"SAN JERÓNIMO COATLÁN"
48420160,20,"OAXACA",160,"SAN JERONIMO SILACAYOAPILLA"
48420161,20,"OAXACA",161,"SAN JERÓNIMO SOSOLA"
48420162,20,"OAXACA",162,"SAN JERÓNIMO TAVICHE"
48420163,20,"OAXACA",163,"SAN JERONIMO TECOATL"
48420164,20,"OAXACA",164,"SAN JORGE NUCHITA"
48420165,20,"OAXACA",165,"SAN JOSE AYUQUILA"
48420166,20,"OAXACA",166,"SAN JOSÉ CHILTEPEC"
48420167,20,"OAXACA",167,"SAN JOSÉ DEL PEÑASCO"
48420168,20,"OAXACA",168,"SAN JOSÉ ESTANCIA GRANDE"
48420169,20,"OAXACA",169,"SAN JOSE INDEPENDENCIA"
48420170,20,"OAXACA",170,"SAN JOSÉ LACHIGUIRI"
48420171,20,"OAXACA",171,"SAN JOSÉ TENANGO"
48420172,20,"OAXACA",172,"SAN JUAN ACHIUTLA"
48420173,20,"OAXACA",173,"SAN JUAN ATEPEC"
48420174,20,"OAXACA",174,"ÁNIMAS TRUJANO"
48420175,20,"OAXACA",175,"SAN JUAN BAUTISTA ATATLAHUCA"
48420176,20,"OAXACA",176,"SAN JUAN BAUTISTA COIXTLAHUACA"
48420177,20,"OAXACA",177,"SAN JUAN BAUTISTA CUICATLÁN"
48420178,20,"OAXACA",178,"SAN JUAN BAUTISTA GUELACHE"
48420179,20,"OAXACA",179,"SAN JUAN BAUTISTA JAYACATLAN"
48420180,20,"OAXACA",180,"SAN JUAN BAUTISTA LO DE SOTO"
48420181,20,"OAXACA",181,"SAN JUAN BAUTISTA SUCHITEPEC"
48420182,20,"OAXACA",182,"SAN JUAN BAUTISTA TLACOATZINTEPEC"
48420183,20,"OAXACA",183,"SAN JUAN BAUTISTA TLACHICHILCO"
48420184,20,"OAXACA",184,"SAN JUAN BAUTISTA TUXTEPEC"
48420185,20,"OAXACA",185,"SAN JUAN CACAHUATEPEC"
48420186,20,"OAXACA",186,"SAN JUAN CIENEGUILLA"
48420187,20,"OAXACA",187,"SAN JUAN COATZÓSPAM"
48420188,20,"OAXACA",188,"SAN JUAN COLORADO"
48420189,20,"OAXACA",189,"SAN JUAN COMALTEPEC"
48420190,20,"OAXACA",190,"SAN JUAN COTZOCÓN"
48420191,20,"OAXACA",191,"SAN JUAN CHICOMEZÚCHIL"
48420192,20,"OAXACA",192,"SAN JUAN CHILATECA"
48420193,20,"OAXACA",193,"SAN JUAN DEL ESTADO"
48420194,20,"OAXACA",194,"SAN JUAN DEL RÍO"
48420195,20,"OAXACA",195,"SAN JUAN DIUXI"
48420196,20,"OAXACA",196,"SAN JUAN EVANGELISTA ANALCO"
48420197,20,"OAXACA",197,"SAN JUAN GUELAVÍA"
48420198,20,"OAXACA",198,"SAN JUAN GUICHICOVI"
48420199,20,"OAXACA",199,"SAN JUAN IHUALTEPEC"
48420200,20,"OAXACA",200,"SAN JUAN JUQUILA MIXES"
48420201,20,"OAXACA",201,"SAN JUAN JUQUILA VIJANOS"
48420202,20,"OAXACA",202,"SAN JUAN LACHAO"
48420203,20,"OAXACA",203,"SAN JUAN LACHIGALLA"
48420204,20,"OAXACA",204,"SAN JUAN LAJARCIA"
48420205,20,"OAXACA",205,"SAN JUAN LALANA"
48420206,20,"OAXACA",206,"SAN JUAN DE LOS CUÉS"
48420207,20,"OAXACA",207,"SAN JUAN MAZATLÁN"
48420208,20,"OAXACA",208,"SAN JUAN MIXTEPEC -DTO. VIII -"
48420209,20,"OAXACA",209,"SAN JUAN MIXTEPEC -DTO. XXVI -"
48420210,20,"OAXACA",210,"SAN JUAN ÑUMÍ"
48420211,20,"OAXACA",211,"SAN JUAN OZOLOTEPEC"
48420212,20,"OAXACA",212,"SAN JUAN PETLAPA"
48420213,20,"OAXACA",213,"SAN JUAN QUIAHIJE"
48420214,20,"OAXACA",214,"SAN JUAN QUIOTEPEC"
48420215,20,"OAXACA",215,"SAN JUAN SAYULTEPEC"
48420216,20,"OAXACA",216,"SAN JUAN TABAA"
48420217,20,"OAXACA",217,"SAN JUAN TAMAZOLA"
48420218,20,"OAXACA",218,"SAN JUAN TEITA"
48420219,20,"OAXACA",219,"SAN JUAN TEITIPAC"
48420220,20,"OAXACA",220,"SAN JUAN TEPEUXILA"
48420221,20,"OAXACA",221,"SAN JUAN TEPOSCOLULA"
48420222,20,"OAXACA",222,"SAN JUAN YAEE"
48420223,20,"OAXACA",223,"SAN JUAN YATZONA"
48420224,20,"OAXACA",224,"SAN JUAN YUCUITA"
48420225,20,"OAXACA",225,"SAN LORENZO"
48420226,20,"OAXACA",226,"SAN LORENZO ALBARRADAS"
48420227,20,"OAXACA",227,"SAN LORENZO CACAOTEPEC"
48420228,20,"OAXACA",228,"SAN LORENZO CUAUNECUILTITLA"
48420229,20,"OAXACA",229,"SAN LORENZO TEXMELÚCAN"
48420230,20,"OAXACA",230,"SAN LORENZO VICTORIA"
48420231,20,"OAXACA",231,"SAN LUCAS CAMOTLÁN"
48420232,20,"OAXACA",232,"SAN LUCAS OJITLÁN"
48420233,20,"OAXACA",233,"SAN LUCAS QUIAVINÍ"
48420234,20,"OAXACA",234,"SAN LUCAS ZOQUIAPAM"
48420235,20,"OAXACA",235,"SAN LUIS AMATLÁN"
48420236,20,"OAXACA",236,"SAN MARCIAL OZOLOTEPEC"
48420237,20,"OAXACA",237,"SAN MARCOS ARTEAGA"
48420238,20,"OAXACA",238,"SAN MARTIN DE LOS CANSECOS"
48420239,20,"OAXACA",239,"SAN MARTIN HUAMELULPAM"
48420240,20,"OAXACA",240,"SAN MARTÍN ITUNYOSO"
48420241,20,"OAXACA",241,"SAN MARTIN LACHILA"
48420242,20,"OAXACA",242,"SAN MARTÍN PERAS"
48420243,20,"OAXACA",243,"SAN MARTÍN TILCAJETE"
48420244,20,"OAXACA",244,"SAN MARTÍN TOXPALAN"
48420245,20,"OAXACA",245,"SAN MARTIN ZACATEPEC"
48420246,20,"OAXACA",246,"SAN MATEO CAJONOS"
48420247,20,"OAXACA",247,"CAPULÁLPAM DE MÉNDEZ"
48420248,20,"OAXACA",248,"SAN MATEO DEL MAR"
48420249,20,"OAXACA",249,"SAN MATEO YOLOXOCHITLAN"
48420250,20,"OAXACA",250,"SAN MATEO ETLATONGO"
48420251,20,"OAXACA",251,"SAN MATEO NEJAPAM"
48420252,20,"OAXACA",252,"SAN MATEO PEÑASCO"
48420253,20,"OAXACA",253,"SAN MATEO PIÑAS"
48420254,20,"OAXACA",254,"SAN MATEO RÍO HONDO"
48420255,20,"OAXACA",255,"SAN MATEO SINDIHUI"
48420256,20,"OAXACA",256,"SAN MATEO TLAPILTEPEC"
48420257,20,"OAXACA",257,"SAN MELCHOR BETAZA"
48420258,20,"OAXACA",258,"SAN MIGUEL ACHIUTLA"
48420259,20,"OAXACA",259,"SAN MIGUEL AHUEHUETITLAN"
48420260,20,"OAXACA",260,"SAN MIGUEL ALOÁPAM"
48420261,20,"OAXACA",261,"SAN MIGUEL AMATITLAN"
48420262,20,"OAXACA",262,"SAN MIGUEL AMATLÁN"
48420263,20,"OAXACA",263,"SAN MIGUEL COATLÁN"
48420264,20,"OAXACA",264,"SAN MIGUEL CHICAHUA"
48420265,20,"OAXACA",265,"SAN MIGUEL CHIMALAPA"
48420266,20,"OAXACA",266,"SAN MIGUEL DEL PUERTO"
48420267,20,"OAXACA",267,"SAN MIGUEL DEL RIO"
48420268,20,"OAXACA",268,"SAN MIGUEL EJUTLA"
48420269,20,"OAXACA",269,"SAN MIGUEL EL GRANDE"
48420270,20,"OAXACA",270,"SAN MIGUEL HUAUTLA"
48420271,20,"OAXACA",271,"SAN MIGUEL MIXTEPEC"
48420272,20,"OAXACA",272,"SAN MIGUEL PANIXTLAHUACA"
48420273,20,"OAXACA",273,"SAN MIGUEL PERAS"
48420274,20,"OAXACA",274,"SAN MIGUEL PIEDRAS"
48420275,20,"OAXACA",275,"SAN MIGUEL QUETZALTEPEC"
48420276,20,"OAXACA",276,"SAN MIGUEL SANTA FLOR"
48420277,20,"OAXACA",277,"VILLA SOLA DE VEGA"
48420278,20,"OAXACA",278,"SAN MIGUEL SOYALTEPEC"
48420279,20,"OAXACA",279,"SAN MIGUEL SUCHIXTEPEC"
48420280,20,"OAXACA",280,"VILLA TALEA DE CASTRO"
48420281,20,"OAXACA",281,"SAN MIGUEL TECOMATLÁN"
48420282,20,"OAXACA",282,"SAN MIGUEL TENANGO"
48420283,20,"OAXACA",283,"SAN MIGUEL TEQUIXTEPEC"
48420284,20,"OAXACA",284,"SAN MIGUEL TILQUIÁPAM"
48420285,20,"OAXACA",285,"SAN MIGUEL TLACAMAMA"
48420286,20,"OAXACA",286,"SAN MIGUEL TLACOTEPEC"
48420287,20,"OAXACA",287,"SAN MIGUEL TULANCINGO"
48420288,20,"OAXACA",288,"SAN MIGUEL YOTAO"
48420289,20,"OAXACA",289,"SAN NICOLAS"
48420290,20,"OAXACA",290,"SAN NICOLAS HIDALGO"
48420291,20,"OAXACA",291,"SAN PABLO COATLÁN"
48420292,20,"OAXACA",292,"SAN PABLO CUATRO VENADOS"
48420293,20,"OAXACA",293,"SAN PABLO ETLA"
48420294,20,"OAXACA",294,"SAN PABLO HUITZO"
48420295,20,"OAXACA",295,"SAN PABLO HUIXTEPEC"
48420296,20,"OAXACA",296,"SAN PABLO MACUILTIANGUIS"
48420297,20,"OAXACA",297,"SAN PABLO TIJALTEPEC"
48420298,20,"OAXACA",298,"SAN PABLO VILLA DE MITLA"
48420299,20,"OAXACA",299,"SAN PABLO YAGANIZA"
48420300,20,"OAXACA",300,"SAN PEDRO AMUZGOS"
48420301,20,"OAXACA",301,"SAN PEDRO APÓSTOL"
48420302,20,"OAXACA",302,"SAN PEDRO ATOYAC"
48420303,20,"OAXACA",303,"SAN PEDRO CAJONOS"
48420304,20,"OAXACA",304,"SAN PEDRO COXCALTEPEC CANTAROS"
