"id_estado_municipio","estado","descripcion_estado","municipio","descripcion_municipio"
48412074,12,"GUERRERO",74,"ZITLALA"
48412075,12,"GUERRERO",75,"EDUARDO NERI"
48412076,12,"GUERRERO",76,"ACATEPEC"
48412077,12,"GUERRERO",77,"MARQUELIA"
48412078,12,"GUERRERO",78,"COCHOAPA EL GRANDE"
48412079,12,"GUERRERO",79,"JOSÉ JOAQUÍN DE HERRERA"
48412080,12,"GUERRERO",80,"JUCHITÁN"
48412081,12,"GUERRERO",81,"ILIATENCO"
48412082,12,"GUERRERO",82,"LAS VIGAS"
48412083,12,"GUERRERO",83,"ÑUU SAVI"
48412084,12,"GUERRERO",84,"SANTA CRUZ DEL RINCÓN"
48412085,12,"GUERRERO",85,"SAN NICOLÁS"
48413001,13,"HIDALGO",1,"ACATLÁN"
48413002,13,"HIDALGO",2,"ACAXOCHITLÁN"
48413003,13,"HIDALGO",3,"ACTOPAN"
48413004,13,"HIDALGO",4,"AGUA BLANCA DE ITURBIDE"
48413005,13,"HIDALGO",5,"AJACUBA"
48413006,13,"HIDALGO",6,"ALFAJAYUCAN"
48413007,13,"HIDALGO",7,"ALMOLOYA"
48413008,13,"HIDALGO",8,"APAN"
48413009,13,"HIDALGO",9,"EL ARENAL"
48413010,13,"HIDALGO",10,"ATITALAQUIA"
48413011,13,"HIDALGO",11,"ATLAPEXCO"
48413012,13,"HIDALGO",12,"ATOTONILCO EL GRANDE"
48413013,13,"HIDALGO",13,"ATOTONILCO DE TULA"
48413014,13,"HIDALGO",14,"CALNALI"
48413015,13,"HIDALGO",15,"CARDONAL"
48413016,13,"HIDALGO",16,"CUAUTEPEC DE HINOJOSA"
48413017,13,"HIDALGO",17,"CHAPANTONGO"
48413018,13,"HIDALGO",18,"CHAPULHUACÁN"
48413019,13,"HIDALGO",19,"CHILCUAUTLA"
48413020,13,"HIDALGO",20,"ELOXOCHITLÁN"
48413021,13,"HIDALGO",21,"EMILIANO ZAPATA"
48413022,13,"HIDALGO",22,"EPAZOYUCAN"
48413023,13,"HIDALGO",23,"FRANCISCO I. MADERO"
48413024,13,"HIDALGO",24,"HUASCA DE OCAMPO"
48413025,13,"HIDALGO",25,"HUAUTLA"
48413026,13,"HIDALGO",26,"HUAZALINGO"
48413027,13,"HIDALGO",27,"HUEHUETLA"
48413028,13,"HIDALGO",28,"HUEJUTLA DE REYES"
48413029,13,"HIDALGO",29,"HUICHAPAN"
48413030,13,"HIDALGO",30,"IXMIQUILPAN"
48413031,13,"HIDALGO",31,"JACALA DE LEDEZMA"
48413032,13,"HIDALGO",32,"JALTOCÁN"
48413033,13,"HIDALGO",33,"JUAREZ HIDALGO"
48413034,13,"HIDALGO",34,"LOLOTLA"
48413035,13,"HIDALGO",35,"METEPEC"
48413036,13,"HIDALGO",36,"SAN AGUSTÍN METZQUITITLÁN"
48413037,13,"HIDALGO",37,"METZTITLÁN"
48413038,13,"HIDALGO",38,"MINERAL DEL CHICO"
48413039,13,"HIDALGO",39,"MINERAL DEL MONTE"
48413040,13,"HIDALGO",40,"LA MISION"
48413041,13,"HIDALGO",41,"MIXQUIAHUALA DE JUÁREZ"
48413042,13,"HIDALGO",42,"MOLANGO DE ESCAMILLA"
48413043,13,"HIDALGO",43,"NICOLÁS FLORES"
48413044,13,"HIDALGO",44,"NOPALA DE VILLAGRÁN"
48413045,13,"HIDALGO",45,"OMITLÁN DE JUÁREZ"
48413046,13,"HIDALGO",46,"SAN FELIPE ORIZATLÁN"
48413047,13,"HIDALGO",47,"PACULA"
48413048,13,"HIDALGO",48,"PACHUCA DE SOTO"
48413049,13,"HIDALGO",49,"PISAFLORES"
48413050,13,"HIDALGO",50,"PROGRESO DE OBREGÓN"
48413051,13,"HIDALGO",51,"MINERAL DE LA REFORMA"
48413052,13,"HIDALGO",52,"SAN AGUSTÍN TLAXIACA"
48413053,13,"HIDALGO",53,"SAN BARTOLO TUTOTEPEC"
48413054,13,"HIDALGO",54,"SAN SALVADOR"
48413055,13,"HIDALGO",55,"SANTIAGO DE ANAYA"
48413056,13,"HIDALGO",56,"SANTIAGO TULANTEPEC DE LUGO GUERRERO"
48413057,13,"HIDALGO",57,"SINGUILUCAN"
48413058,13,"HIDALGO",58,"TASQUILLO"
48413059,13,"HIDALGO",59,"TECOZAUTLA"
48413060,13,"HIDALGO",60,"TENANGO DE DORIA"
48413061,13,"HIDALGO",61,"TEPEAPULCO"
48413062,13,"HIDALGO",62,"TEPEHUACÁN DE GUERRERO"
48413063,13,"HIDALGO",63,"TEPEJI DEL RÍO DE OCAMPO"
48413064,13,"HIDALGO",64,"TEPETITLAN"
48413065,13,"HIDALGO",65,"TETEPANGO"
48413066,13,"HIDALGO",66,"VILLA DE TEZONTEPEC"
48413067,13,"HIDALGO",67,"TEZONTEPEC DE ALDAMA"
48413068,13,"HIDALGO",68,"TIANGUISTENGO"
48413069,13,"HIDALGO",69,"TIZAYUCA"
48413070,13,"HIDALGO",70,"TLAHUELILPAN"
48413071,13,"HIDALGO",71,"TLAHUILTEPA"
48413072,13,"HIDALGO",72,"TLANALAPA"
48413073,13,"HIDALGO",73,"TLANCHINOL"
48413074,13,"HIDALGO",74,"TLAXCOAPAN"
48413075,13,"HIDALGO",75,"TOLCAYUCA"
48413076,13,"HIDALGO",76,"TULA DE ALLENDE"
48413077,13,"HIDALGO",77,"TULANCINGO DE BRAVO"
48413078,13,"HIDALGO",78,"XOCHIATIPAN"
48413079,13,"HIDALGO",79,"XOCHICOATLAN"
48413080,13,"HIDALGO",80,"YAHUALICA"
48413081,13,"HIDALGO",81,"ZACUALTIPAN DE ANGELES"
48413082,13,"HIDALGO",82,"ZAPOTLÁN DE JUÁREZ"
48413083,13,"HIDALGO",83,"ZEMPOALA"
48413084,13,"HIDALGO",84,"ZIMAPÁN"
48414001,14,"JALISCO",1,"ACATIC"
48414002,14,"JALISCO",2,"ACATLÁN DE JUÁREZ"
48414003,14,"JALISCO",3,"AHUALULCO DE MERCADO"
48414004,14,"JALISCO",4,"AMACUECA"
48414005,14,"JALISCO",5,"AMATITÁN"
48414006,14,"JALISCO",6,"AMECA"
48414007,14,"JALISCO",7,"SAN JUANITO DE ESCOBEDO"
48414008,14,"JALISCO",8,"ARANDAS"
48414009,14,"JALISCO",9,"EL ARENAL"
48414010,14,"JALISCO",10,"ATEMAJAC DE BRIZUELA"
48414011,14,"JALISCO",11,"ATENGO"
48414012,14,"JALISCO",12,"ATENGUILLO"
48414013,14,"JALISCO",13,"ATOTONILCO EL ALTO"
48414014,14,"JALISCO",14,"ATOYAC"
48414015,14,"JALISCO",15,"AUTLÁN DE NAVARRO"
48414016,14,"JALISCO",16,"AYOTLÁN"
48414017,14,"JALISCO",17,"AYUTLA"
48414018,14,"JALISCO",18,"LA BARCA"
48414019,14,"JALISCO",19,"BOLAÑOS"
48414020,14,"JALISCO",20,"CABO CORRIENTES"
48414021,14,"JALISCO",21,"CASIMIRO CASTILLO"
48414022,14,"JALISCO",22,"CIHUATLÁN"
48414023,14,"JALISCO",23,"ZAPOTLÁN EL GRANDE"
48414024,14,"JALISCO",24,"COCULA"
48414025,14,"JALISCO",25,"COLOTLÁN"
48414026,14,"JALISCO",26,"CONCEPCIÓN DE BUENOS AIRES"
48414027,14,"JALISCO",27,"CUAUTITLÁN DE GARCÍA BARRAGÁN"
48414028,14,"JALISCO",28,"CUAUTLA"
48414029,14,"JALISCO",29,"CUQUÍO"
48414030,14,"JALISCO",30,"CHAPALA"
48414031,14,"JALISCO",31,"CHIMALTITÁN"
48414032,14,"JALISCO",32,"CHIQUILISTLAN"
48414033,14,"JALISCO",33,"DEGOLLADO"
48414034,14,"JALISCO",34,"EJUTLA"
48414035,14,"JALISCO",35,"ENCARNACIÓN DE DÍAZ"
48414036,14,"JALISCO",36,"ETZATLÁN"
48414037,14,"JALISCO",37,"EL GRULLO"
48414038,14,"JALISCO",38,"GUACHINANGO"
48414039,14,"JALISCO",39,"GUADALAJARA"
48414040,14,"JALISCO",40,"HOSTOTIPAQUILLO"
48414041,14,"JALISCO",41,"HUEJÚCAR"
48414042,14,"JALISCO",42,"HUEJUQUILLA EL ALTO"
48414043,14,"JALISCO",43,"LA HUERTA"
48414044,14,"JALISCO",44,"IXTLAHUACÁN DE LOS MEMBRILLOS"
48414045,14,"JALISCO",45,"IXTLAHUACÁN DEL RÍO"
48414046,14,"JALISCO",46,"JALOSTOTITLÁN"
48414047,14,"JALISCO",47,"JAMAY"
48414048,14,"JALISCO",48,"JESÚS MARÍA"
48414049,14,"JALISCO",49,"JILOTLÁN DE LOS DOLORES"
48414050,14,"JALISCO",50,"JOCOTEPEC"
48414051,14,"JALISCO",51,"JUANACATLÁN"
48414052,14,"JALISCO",52,"JUCHITLAN"
48414053,14,"JALISCO",53,"LAGOS DE MORENO"
48414054,14,"JALISCO",54,"EL LIMÓN"
48414055,14,"JALISCO",55,"MAGDALENA"
48414056,14,"JALISCO",56,"SANTA MARÍA DEL ORO"
48414057,14,"JALISCO",57,"LA MANZANILLA DE LA PAZ"
48414058,14,"JALISCO",58,"MASCOTA"
48414059,14,"JALISCO",59,"MAZAMITLA"
48414060,14,"JALISCO",60,"MEXTICACÁN"
48414061,14,"JALISCO",61,"MEZQUITIC"
48414062,14,"JALISCO",62,"MIXTLÁN"
48414063,14,"JALISCO",63,"OCOTLÁN"
48414064,14,"JALISCO",64,"OJUELOS DE JALISCO"
48414065,14,"JALISCO",65,"PIHUAMO"
48414066,14,"JALISCO",66,"PONCITLÁN"
48414067,14,"JALISCO",67,"PUERTO VALLARTA"
48414068,14,"JALISCO",68,"VILLA PURIFICACIÓN"
48414069,14,"JALISCO",69,"QUITUPAN"
48414070,14,"JALISCO",70,"EL SALTO"
48414071,14,"JALISCO",71,"SAN CRISTÓBAL DE LA BARRANCA"
48414072,14,"JALISCO",72,"SAN DIEGO DE ALEJANDRÍA"
48414073,14,"JALISCO",73,"SAN JUAN DE LOS LAGOS"
48414074,14,"JALISCO",74,"SAN JULIÁN"
48414075,14,"JALISCO",75,"SAN MARCOS"
48414076,14,"JALISCO",76,"SAN MARTÍN DE BOLAÑOS"
48414077,14,"JALISCO",77,"SAN MARTÍN HIDALGO"
48414078,14,"JALISCO",78,"SAN MIGUEL EL ALTO"
48414079,14,"JALISCO",79,"GÓMEZ FARÍAS"
48414080,14,"JALISCO",80,"SAN SEBASTIÁN DEL OESTE"
48414081,14,"JALISCO",81,"SANTA MARÍA DE LOS ÁNGELES"
48414082,14,"JALISCO",82,"SAYULA"
48414083,14,"JALISCO",83,"TALA"
48414084,14,"JALISCO",84,"TALPA DE ALLENDE"
48414085,14,"JALISCO",85,"TAMAZULA DE GORDIANO"
48414086,14,"JALISCO",86,"TAPALPA"
48414087,14,"JALISCO",87,"TECALITLÁN"
48414088,14,"JALISCO",88,"TECOLOTLÁN"
48414089,14,"JALISCO",89,"TECHALUTA DE MONTENEGRO"
48414090,14,"JALISCO",90,"TENAMAXTLÁN"
48414091,14,"JALISCO",91,"TEOCALTICHE"
48414092,14,"JALISCO",92,"TEOCUITATLAN DE CORONA"
48414093,14,"JALISCO",93,"TEPATITLÁN DE MORELOS"
48414094,14,"JALISCO",94,"TEQUILA"
48414095,14,"JALISCO",95,"TEUCHITLÁN"
48414096,14,"JALISCO",96,"TIZAPAN EL ALTO"
48414097,14,"JALISCO",97,"TLAJOMULCO DE ZÚÑIGA"
48414098,14,"JALISCO",98,"TLAQUEPAQUE"
48414099,14,"JALISCO",99,"TOLIMÁN"
48414100,14,"JALISCO",100,"TOMATLÁN"
48414101,14,"JALISCO",101,"TONALÁ"
48414102,14,"JALISCO",102,"TONAYA"
48414103,14,"JALISCO",103,"TONILA"
48414104,14,"JALISCO",104,"TOTATICHE"
48414105,14,"JALISCO",105,"TOTOTLÁN"
48414106,14,"JALISCO",106,"TUXCACUESCO"
48414107,14,"JALISCO",107,"TUXCUECA"
48414108,14,"JALISCO",108,"TUXPAN"
48414109,14,"JALISCO",109,"UNIÓN DE SAN ANTONIO"
48414110,14,"JALISCO",110,"UNIÓN DE TULA"
48414111,14,"JALISCO",111,"VALLE DE GUADALUPE"
48414112,14,"JALISCO",112,"VALLE DE JUAREZ"
48414113,14,"JALISCO",113,"SAN GABRIEL"
48414114,14,"JALISCO",114,"VILLA CORONA"
48414115,14,"JALISCO",115,"VILLA GUERRERO"
48414116,14,"JALISCO",116,"VILLA HIDALGO"
48414117,14,"JALISCO",117,"CAÑADAS DE OBREGON"
48414118,14,"JALISCO",118,"YAHUALICA DE GONZÁLEZ GALLO"
48414119,14,"JALISCO",119,"ZACOALCO DE TORRES"
48414120,14,"JALISCO",120,"ZAPOPAN"
48414121,14,"JALISCO",121,"ZAPOTILTIC"
48414122,14,"JALISCO",122,"ZAPOTITLÁN DE VADILLO"
48414123,14,"JALISCO",123,"ZAPOTLÁN DEL REY"
48414124,14,"JALISCO",124,"ZAPOTLANEJO"
48414125,14,"JALISCO",125,"SAN IGNACIO CERRO GORDO"
48415001,15,"MÉXICO",1,"ACAMBAY DE RUÍZ CASTAÑEDA"
48415002,15,"MÉXICO",2,"ACOLMAN"
48415003,15,"MÉXICO",3,"ACULCO"
48415004,15,"MÉXICO",4,"ALMOLOYA DE ALQUISIRAS"
48415005,15,"MÉXICO",5,"ALMOLOYA DE JUÁREZ"
48415006,15,"MÉXICO",6,"ALMOLOYA DEL RÍO"
48415007,15,"MÉXICO",7,"AMANALCO"
48415008,15,"MÉXICO",8,"AMATEPEC"
48415009,15,"MÉXICO",9,"AMECAMECA"
48415010,15,"MÉXICO",10,"APAXCO"
48415011,15,"MÉXICO",11,"ATENCO"
48415012,15,"MÉXICO",12,"ATIZAPÁN"
48415013,15,"MÉXICO",13,"ATIZAPÁN DE ZARAGOZA"
48415014,15,"MÉXICO",14,"ATLACOMULCO"
48415015,15,"MÉXICO",15,"ATLAUTLA"
48415016,15,"MÉXICO",16,"AXAPUSCO"
48415017,15,"MÉXICO",17,"AYAPANGO"
48415018,15,"MÉXICO",18,"CALIMAYA"
48415019,15,"MÉXICO",19,"CAPULHUAC"
48415020,15,"MÉXICO",20,"COACALCO DE BERRIOZABAL"
48415021,15,"MÉXICO",21,"COATEPEC HARINAS"
48415022,15,"MÉXICO",22,"COCOTITLÁN"
48415023,15,"MÉXICO",23,"COYOTEPEC"
48415024,15,"MÉXICO",24,"CUAUTITLÁN"
48415025,15,"MÉXICO",25,"CHALCO"
48415026,15,"MÉXICO",26,"CHAPA DE MOTA"
48415027,15,"MÉXICO",27,"CHAPULTEPEC"
48415028,15,"MÉXICO",28,"CHIAUTLA"
48415029,15,"MÉXICO",29,"CHICOLOAPAN"
48415030,15,"MÉXICO",30,"CHICONCUAC"
48415031,15,"MÉXICO",31,"CHIMALHUACAN"
48415032,15,"MÉXICO",32,"DONATO GUERRA"
48415033,15,"MÉXICO",33,"ECATEPEC DE MORELOS"
48415034,15,"MÉXICO",34,"ECATZINGO"
48415035,15,"MÉXICO",35,"HUEHUETOCA"
48415036,15,"MÉXICO",36,"HUEYPOXTLA"
48415037,15,"MÉXICO",37,"HUIXQUILUCAN"
48415038,15,"MÉXICO",38,"ISIDRO FABELA"
48415039,15,"MÉXICO",39,"IXTAPALUCA"
48415040,15,"MÉXICO",40,"IXTAPAN DE LA SAL"
48415041,15,"MÉXICO",41,"IXTAPAN DEL ORO"
48415042,15,"MÉXICO",42,"IXTLAHUACA"
48415043,15,"MÉXICO",43,"XALATLACO"
48415044,15,"MÉXICO",44,"JALTENCO"
48415045,15,"MÉXICO",45,"JILOTEPEC"
48415046,15,"MÉXICO",46,"JILOTZINGO"
48415047,15,"MÉXICO",47,"JIQUIPILCO"
48415048,15,"MÉXICO",48,"JOCOTITLÁN"
48415049,15,"MÉXICO",49,"JOQUICINGO"
48415050,15,"MÉXICO",50,"JUCHITEPEC"
48415051,15,"MÉXICO",51,"LERMA"
48415052,15,"MÉXICO",52,"MALINALCO"
48415053,15,"MÉXICO",53,"MELCHOR OCAMPO"
48415054,15,"MÉXICO",54,"METEPEC"
48415055,15,"MÉXICO",55,"MEXICALTZINGO"
48415056,15,"MÉXICO",56,"MORELOS"
48415057,15,"MÉXICO",57,"NAUCALPAN DE JUÁREZ"
48415058,15,"MÉXICO",58,"NEZAHUALCOYOTL"
48415059,15,"MÉXICO",59,"NEXTLALPAN"
48415060,15,"MÉXICO",60,"NICOLÁS ROMERO"
48415061,15,"MÉXICO",61,"NOPALTEPEC"
48415062,15,"MÉXICO",62,"OCOYOACAC"
48415063,15,"MÉXICO",63,"OCUILAN"
48415064,15,"MÉXICO",64,"EL ORO"
48415065,15,"MÉXICO",65,"OTUMBA"
48415066,15,"MÉXICO",66,"OTZOLOAPAN"
48415067,15,"MÉXICO",67,"OTZOLOTEPEC"
48415068,15,"MÉXICO",68,"OZUMBA"
48415069,15,"MÉXICO",69,"PAPALOTLA"
48415070,15,"MÉXICO",70,"LOS REYES LA PAZ"
48415071,15,"MÉXICO",71,"POLOTITLÁN"
48415072,15,"MÉXICO",72,"RAYÓN"
48415073,15,"MÉXICO",73,"SAN ANTONIO LA ISLA"
48415074,15,"MÉXICO",74,"SAN FELIPE DEL PROGRESO"
48415075,15,"MÉXICO",75,"SAN MARTÍN DE LAS PIRÁMIDES"
48415076,15,"MÉXICO",76,"SAN MATEO ATENCO"
48415077,15,"MÉXICO",77,"SAN SIMÓN DE GUERRERO"
48415078,15,"MÉXICO",78,"SANTO TOMÁS"
48415079,15,"MÉXICO",79,"SOYANIQUILPAN DE JUAREZ"
48415080,15,"MÉXICO",80,"SULTEPEC"
48415081,15,"MÉXICO",81,"TECÁMAC"
48415082,15,"MÉXICO",82,"TEJUPILCO"
48415083,15,"MÉXICO",83,"TEMAMATLA"
48415084,15,"MÉXICO",84,"TEMASCALAPA"
48415085,15,"MÉXICO",85,"TEMASCALCINGO"
48415086,15,"MÉXICO",86,"TEMASCALTEPEC"
48415087,15,"MÉXICO",87,"TEMOAYA"
48415088,15,"MÉXICO",88,"TENANCINGO"
48415089,15,"MÉXICO",89,"TENANGO DEL AIRE"
48415090,15,"MÉXICO",90,"TENANGO DEL VALLE"
48415091,15,"MÉXICO",91,"TEOLOYUCAN"
48415092,15,"MÉXICO",92,"TEOTIHUACAN"
48415093,15,"MÉXICO",93,"TEPETLAOXTOC"
48415094,15,"MÉXICO",94,"TEPETLIXPA"
48415095,15,"MÉXICO",95,"TEPOTZOTLÁN"
48415096,15,"MÉXICO",96,"TEQUIXQUIAC"
48415097,15,"MÉXICO",97,"TEXCALTITLÁN"
48415098,15,"MÉXICO",98,"TEXCALYACAC"
48415099,15,"MÉXICO",99,"TEXCOCO"
48415100,15,"MÉXICO",100,"TEZOYUCA"
48415101,15,"MÉXICO",101,"TIANGUISTENCO"
48415102,15,"MÉXICO",102,"TIMILPAN"
48415103,15,"MÉXICO",103,"TLALMANALCO"
48415104,15,"MÉXICO",104,"TLALNEPANTLA DE BAZ"
48415105,15,"MÉXICO",105,"TLATLAYA"
48415106,15,"MÉXICO",106,"TOLUCA"
48415107,15,"MÉXICO",107,"TONATICO"
48415108,15,"MÉXICO",108,"TULTEPEC"
48415109,15,"MÉXICO",109,"TULTITLAN"
48415110,15,"MÉXICO",110,"VALLE DE BRAVO"
48415111,15,"MÉXICO",111,"VILLA DE ALLENDE"
48415112,15,"MÉXICO",112,"VILLA DEL CARBÓN"
48415113,15,"MÉXICO",113,"VILLA GUERRERO"
48415114,15,"MÉXICO",114,"VILLA VICTORIA"
48415115,15,"MÉXICO",115,"XONACATLÁN"
48415116,15,"MÉXICO",116,"ZACAZONAPAN"
48415117,15,"MÉXICO",117,"ZACUALPAN"
48415118,15,"MÉXICO",118,"ZINACANTEPEC"
48415119,15,"MÉXICO",119,"ZUMPAHUACÁN"
48415120,15,"MÉXICO",120,"ZUMPANGO"
48415121,15,"MÉXICO",121,"CUAUTITLÁN IZCALLI"
48415122,15,"MÉXICO",122,"VALLE DE CHALCO SOLIDARIDAD"
48415123,15,"MÉXICO",123,"LUVIANOS"
48415124,15,"MÉXICO",124,"SAN JOSÉ DEL RINCÓN"
48415125,15,"MÉXICO",125,"TONANITLA"
48416001,16,"MICHOACÁN DE OCAMPO",1,"ACUITZIO"
48416002,16,"MICHOACÁN DE OCAMPO",2,"AGUILILLA"
48416003,16,"MICHOACÁN DE OCAMPO",3,"ÁLVARO OBREGÓN"
48416004,16,"MICHOACÁN DE OCAMPO",4,"ANGAMACUTIRO"
48416005,16,"MICHOACÁN DE OCAMPO",5,"ANGANGUEO"
48416006,16,"MICHOACÁN DE OCAMPO",6,"APATZINGÁN"
48416007,16,"MICHOACÁN DE OCAMPO",7,"APORO"
48416008,16,"MICHOACÁN DE OCAMPO",8,"AQUILA"
48416009,16,"MICHOACÁN DE OCAMPO",9,"ARIO"
48416010,16,"MICHOACÁN DE OCAMPO",10,"ARTEAGA"
48416011,16,"MICHOACÁN DE OCAMPO",11,"BRISEÑAS"
48416012,16,"MICHOACÁN DE OCAMPO",12,"BUENAVISTA"
48416013,16,"MICHOACÁN DE OCAMPO",13,"CARÁCUARO"
48416014,16,"MICHOACÁN DE OCAMPO",14,"COAHUAYANA"
48416015,16,"MICHOACÁN DE OCAMPO",15,"COALCOMÁN DE VÁZQUEZ PALLARES"
48416016,16,"MICHOACÁN DE OCAMPO",16,"COENEO"
48416017,16,"MICHOACÁN DE OCAMPO",17,"CONTEPEC"
48416018,16,"MICHOACÁN DE OCAMPO",18,"COPÁNDARO"
48416019,16,"MICHOACÁN DE OCAMPO",19,"COTIJA"
48416020,16,"MICHOACÁN DE OCAMPO",20,"CUITZEO"
48416021,16,"MICHOACÁN DE OCAMPO",21,"CHARAPAN"
48416022,16,"MICHOACÁN DE OCAMPO",22,"CHARO"
48416023,16,"MICHOACÁN DE OCAMPO",23,"CHAVINDA"
48416024,16,"MICHOACÁN DE OCAMPO",24,"CHERAN"
48416025,16,"MICHOACÁN DE OCAMPO",25,"CHILCHOTA"
48416026,16,"MICHOACÁN DE OCAMPO",26,"CHINICUILA"
48416027,16,"MICHOACÁN DE OCAMPO",27,"CHUCÁNDIRO"
48416028,16,"MICHOACÁN DE OCAMPO",28,"CHURINTZIO"
48416029,16,"MICHOACÁN DE OCAMPO",29,"CHURUMUCO"
48416030,16,"MICHOACÁN DE OCAMPO",30,"ECUANDUREO"
48416031,16,"MICHOACÁN DE OCAMPO",31,"EPITACIO HUERTA"
48416032,16,"MICHOACÁN DE OCAMPO",32,"ERONGARÍCUARO"
48416033,16,"MICHOACÁN DE OCAMPO",33,"GABRIEL ZAMORA"
48416034,16,"MICHOACÁN DE OCAMPO",34,"HIDALGO"
48416035,16,"MICHOACÁN DE OCAMPO",35,"LA HUACANA"
48416036,16,"MICHOACÁN DE OCAMPO",36,"HUANDACAREO"
48416037,16,"MICHOACÁN DE OCAMPO",37,"HUANIQUEO"
48416038,16,"MICHOACÁN DE OCAMPO",38,"HUETAMO"
48416039,16,"MICHOACÁN DE OCAMPO",39,"HUIRAMBA"
48416040,16,"MICHOACÁN DE OCAMPO",40,"INDAPARAPEO"
48416041,16,"MICHOACÁN DE OCAMPO",41,"IRIMBO"
48416042,16,"MICHOACÁN DE OCAMPO",42,"IXTLÁN"
48416043,16,"MICHOACÁN DE OCAMPO",43,"JACONA"
48416044,16,"MICHOACÁN DE OCAMPO",44,"JIMÉNEZ"
48416045,16,"MICHOACÁN DE OCAMPO",45,"JIQUILPAN"
48416046,16,"MICHOACÁN DE OCAMPO",46,"JUÁREZ"
48416047,16,"MICHOACÁN DE OCAMPO",47,"JUNGAPEO"
48416048,16,"MICHOACÁN DE OCAMPO",48,"LAGUNILLAS"
48416049,16,"MICHOACÁN DE OCAMPO",49,"MADERO"
48416050,16,"MICHOACÁN DE OCAMPO",50,"MARAVATÍO"
48416051,16,"MICHOACÁN DE OCAMPO",51,"MARCOS CASTELLANOS"
48416052,16,"MICHOACÁN DE OCAMPO",52,"LÁZARO CÁRDENAS"
48416053,16,"MICHOACÁN DE OCAMPO",53,"MORELIA"
48416054,16,"MICHOACÁN DE OCAMPO",54,"MORELOS"
48416055,16,"MICHOACÁN DE OCAMPO",55,"MÚGICA"
48416056,16,"MICHOACÁN DE OCAMPO",56,"NAHUATZEN"
48416057,16,"MICHOACÁN DE OCAMPO",57,"NOCUPÉTARO"
48416058,16,"MICHOACÁN DE OCAMPO",58,"NUEVO PARANGARICUTIRO"
48416059,16,"MICHOACÁN DE OCAMPO",59,"NUEVO URECHO"
48416060,16,"MICHOACÁN DE OCAMPO",60,"NUMARÁN"
48416061,16,"MICHOACÁN DE OCAMPO",61,"OCAMPO"
48416062,16,"MICHOACÁN DE OCAMPO",62,"PAJACUARÁN"
48416063,16,"MICHOACÁN DE OCAMPO",63,"PANINDÍCUARO"
48416064,16,"MICHOACÁN DE OCAMPO",64,"PARÁCUARO"
48416065,16,"MICHOACÁN DE OCAMPO",65,"PARACHO"
48416066,16,"MICHOACÁN DE OCAMPO",66,"PÁTZCUARO"
48416067,16,"MICHOACÁN DE OCAMPO",67,"PENJAMILLO"
48416068,16,"MICHOACÁN DE OCAMPO",68,"PERIBÁN"
48416069,16,"MICHOACÁN DE OCAMPO",69,"LA PIEDAD"
48416070,16,"MICHOACÁN DE OCAMPO",70,"PURÉPERO"
48416071,16,"MICHOACÁN DE OCAMPO",71,"PURUÁNDIRO"
48416072,16,"MICHOACÁN DE OCAMPO",72,"QUERÉNDARO"
48416073,16,"MICHOACÁN DE OCAMPO",73,"QUIROGA"
48416074,16,"MICHOACÁN DE OCAMPO",74,"COJUMATLÁN DE RÉGULES"
48416075,16,"MICHOACÁN DE OCAMPO",75,"LOS REYES"
48416076,16,"MICHOACÁN DE OCAMPO",76,"SAHUAYO"
48416077,16,"MICHOACÁN DE OCAMPO",77,"SAN LUCAS"
48416078,16,"MICHOACÁN DE OCAMPO",78,"SANTA ANA MAYA"
48416079,16,"MICHOACÁN DE OCAMPO",79,"SALVADOR ESCALANTE"
48416080,16,"MICHOACÁN DE OCAMPO",80,"SENGUIO"
48416081,16,"MICHOACÁN DE OCAMPO",81,"SUSUPUATO"
48416082,16,"MICHOACÁN DE OCAMPO",82,"TACÁMBARO"
48416083,16,"MICHOACÁN DE OCAMPO",83,"TANCÍTARO"
48416084,16,"MICHOACÁN DE OCAMPO",84,"TANGAMANDAPIO"
48416085,16,"MICHOACÁN DE OCAMPO",85,"TANGANCÍCUARO"
48416086,16,"MICHOACÁN DE OCAMPO",86,"TANHUATO"
48416087,16,"MICHOACÁN DE OCAMPO",87,"TARETAN"
48416088,16,"MICHOACÁN DE OCAMPO",88,"TARÍMBARO"
48416089,16,"MICHOACÁN DE OCAMPO",89,"TEPALCATEPEC"
48416090,16,"MICHOACÁN DE OCAMPO",90,"TINGAMBATO"
48416091,16,"MICHOACÁN DE OCAMPO",91,"TINGÜINDÍN"
48416092,16,"MICHOACÁN DE OCAMPO",92,"TIQUICHEO DE NICOLÁS ROMERO"
48416093,16,"MICHOACÁN DE OCAMPO",93,"TLALPUJAHUA"
48416094,16,"MICHOACÁN DE OCAMPO",94,"TLAZAZALCA"
48416095,16,"MICHOACÁN DE OCAMPO",95,"TOCUMBO"
48416096,16,"MICHOACÁN DE OCAMPO",96,"TUMBISCATÍO"
48416097,16,"MICHOACÁN DE OCAMPO",97,"TURICATO"
48416098,16,"MICHOACÁN DE OCAMPO",98,"TUXPAN"
48416099,16,"MICHOACÁN DE OCAMPO",99,"TUZANTLA"
48416100,16,"MICHOACÁN DE OCAMPO",100,"TZINTZUNTZAN"
48416101,16,"MICHOACÁN DE OCAMPO",101,"TZITZIO"
48416102,16,"MICHOACÁN DE OCAMPO",102,"URUAPAN"
